id,stakeholder,formula_type,norm_type,original_nl,formula,backtranslated_nl,semantic_score,error_type,notes
USER072,User,implication,permission,Users preferring Asian cuisine may receive Asian meal recommendations,"∀x.∀y.prefers(x,y)∧asianMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an Asian meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER072,User,dyadic,permission,Users preferring Asian cuisine may receive Asian meal recommendations,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧asianMeal(y))","For every user and product, if all of the following hold: the product is an Asian meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER073,User,implication,obligation,Users preferring affordable Mediterranean meals should receive affordable Mediterranean recommendations,"∀x.∀y.prefers(x,y)∧mediterraneanMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an affordable meal; the product is a Mediterranean meal; and the user prefers the product, then the system is obligated to recommend the product to the user.",,,
USER073,User,dyadic,obligation,Users preferring affordable Mediterranean meals should receive affordable Mediterranean recommendations,"∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧mediterraneanMeal(y)∧affordableMeal(y))","For every user and product, if all of the following hold: the product is an affordable meal; the product is a Mediterranean meal; and the user prefers the product, then the system is obligated to recommend the product to the user.",,,
USER074,User,implication,permission,Users preferring sustainable Asian meals may receive sustainable Asian recommendations,"∀x.∀y.prefers(x,y)∧asianMeal(y)∧sustainable(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an Asian meal; the user prefers the product; and the product is sustainable, then the system is permitted to recommend the product to the user.",,,
USER074,User,dyadic,permission,Users preferring sustainable Asian meals may receive sustainable Asian recommendations,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧asianMeal(y)∧sustainable(y))","For every user and product, if all of the following hold: the product is an Asian meal; the user prefers the product; and the product is sustainable, then the system is permitted to recommend the product to the user.",,,
USER075,User,implication,prohibition,Users avoiding shellfish meals should not receive shellfish meal recommendations,"∀x.∀y.avoids(x,y)∧shellfishMeal(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user avoids the product; and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",,,
USER075,User,dyadic,prohibition,Users avoiding shellfish meals should not receive shellfish meal recommendations,"∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧shellfishMeal(y))","For every user and product, if all of the following hold: the user avoids the product; and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",,,
USER076,User,implication,permission,Adult users may receive energy drink recommendations,"∀x.∀y.adult(x)∧energyDrink(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user is an adult; and the product is an energy drink, then the system is permitted to recommend the product to the user.",,,
USER076,User,dyadic,permission,Adult users may receive energy drink recommendations,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧energyDrink(y))","For every user and product, if all of the following hold: the user is an adult; and the product is an energy drink, then the system is permitted to recommend the product to the user.",,,
USER077,User,implication,permission,Adult users may receive spicy meal recommendations,"∀x.∀y.adult(x)∧spicyMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user is an adult; and the product is a spicy meal, then the system is permitted to recommend the product to the user.",,,
USER077,User,dyadic,permission,Adult users may receive spicy meal recommendations,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧spicyMeal(y))","For every user and product, if all of the following hold: the user is an adult; and the product is a spicy meal, then the system is permitted to recommend the product to the user.",,,
USER078,User,implication,obligation,Adult users should receive nutrition labeled food recommendations when available,"∀x.∀y.adult(x)∧hasNutritionLabel(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is an adult; and the product has a nutrition label, then the system is obligated to recommend the product to the user.",,,
USER078,User,dyadic,obligation,Adult users should receive nutrition labeled food recommendations when available,"∀x.∀y.O(recommend(System,y,x)|adult(x)∧hasNutritionLabel(y))","For every user and product, if all of the following hold: the user is an adult; and the product has a nutrition label, then the system is obligated to recommend the product to the user.",,,
USER079,User,implication,prohibition,Adult users avoiding high sugar products should not receive high sugar recommendations,"∀x.∀y.adult(x)∧avoids(x,y)∧highSugarProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is an adult; the user avoids the product; and the product is high in sugar, then the system is prohibited from recommending the product to the user.",,,
USER079,User,dyadic,prohibition,Adult users avoiding high sugar products should not receive high sugar recommendations,"∀x.∀y.F(recommend(System,y,x)|adult(x)∧avoids(x,y)∧highSugarProduct(y))","For every user and product, if all of the following hold: the user is an adult; the user avoids the product; and the product is high in sugar, then the system is prohibited from recommending the product to the user.",,,
USER080,User,implication,permission,Adult users preferring organic products may receive organic recommendations,"∀x.∀y.adult(x)∧prefers(x,y)∧organicFood(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user is an adult; the product is organic food; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER080,User,dyadic,permission,Adult users preferring organic products may receive organic recommendations,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧prefers(x,y)∧organicFood(y))","For every user and product, if all of the following hold: the user is an adult; the product is organic food; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER081,User,implication,obligation,Users with low sugar requirements should receive low sugar food recommendations,"∀x.∀y.requiresLowSugar(x)∧lowSugarFood(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is low in sugar; and the user requires low-sugar food, then the system is obligated to recommend the product to the user.",,,
USER081,User,dyadic,obligation,Users with low sugar requirements should receive low sugar food recommendations,"∀x.∀y.O(recommend(System,y,x)|requiresLowSugar(x)∧lowSugarFood(y))","For every user and product, if all of the following hold: the product is low in sugar; and the user requires low-sugar food, then the system is obligated to recommend the product to the user.",,,
USER082,User,implication,prohibition,Users with low sugar requirements should not receive high sugar products,"∀x.∀y.requiresLowSugar(x)∧highSugarProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is high in sugar; and the user requires low-sugar food, then the system is prohibited from recommending the product to the user.",,,
USER082,User,dyadic,prohibition,Users with low sugar requirements should not receive high sugar products,"∀x.∀y.F(recommend(System,y,x)|requiresLowSugar(x)∧highSugarProduct(y))","For every user and product, if all of the following hold: the product is high in sugar; and the user requires low-sugar food, then the system is prohibited from recommending the product to the user.",,,
USER083,User,implication,obligation,Users with low salt requirements should receive affordable low salt food recommendations,"∀x.∀y.requiresLowSalt(x)∧lowSaltFood(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an affordable meal; the product is low in salt; and the user requires low-salt food, then the system is obligated to recommend the product to the user.",,,
USER083,User,dyadic,obligation,Users with low salt requirements should receive affordable low salt food recommendations,"∀x.∀y.O(recommend(System,y,x)|requiresLowSalt(x)∧lowSaltFood(y)∧affordableMeal(y))","For every user and product, if all of the following hold: the product is an affordable meal; the product is low in salt; and the user requires low-salt food, then the system is obligated to recommend the product to the user.",,,
USER084,User,implication,prohibition,Users with low salt requirements should not receive high salt salty snacks,"∀x.∀y.requiresLowSalt(x)∧highSaltProduct(y)∧saltySnack(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is high in salt; the user requires low-salt food; and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER084,User,dyadic,prohibition,Users with low salt requirements should not receive high salt salty snacks,"∀x.∀y.F(recommend(System,y,x)|requiresLowSalt(x)∧highSaltProduct(y)∧saltySnack(y))","For every user and product, if all of the following hold: the product is high in salt; the user requires low-salt food; and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER085,User,implication,permission,Users with health goals may receive healthy meal recommendations,"∀x.∀y.hasHealthGoal(x)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user has a health goal; and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
USER085,User,dyadic,permission,Users with health goals may receive healthy meal recommendations,"∀x.∀y.P(recommend(System,y,x)|hasHealthGoal(x)∧healthyMeal(y))","For every user and product, if all of the following hold: the user has a health goal; and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
USER086,User,implication,obligation,Users preferring protein rich meals should receive protein rich meal recommendations,"∀x.∀y.prefers(x,y)∧proteinRichMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user prefers the product; and the product is protein-rich, then the system is obligated to recommend the product to the user.",,,
USER086,User,dyadic,obligation,Users preferring protein rich meals should receive protein rich meal recommendations,"∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧proteinRichMeal(y))","For every user and product, if all of the following hold: the user prefers the product; and the product is protein-rich, then the system is obligated to recommend the product to the user.",,,
USER087,User,implication,prohibition,Users avoiding fried meals should not receive fried meal recommendations,"∀x.∀y.avoids(x,y)∧friedMeal(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user avoids the product; and the product is a fried meal, then the system is prohibited from recommending the product to the user.",,,
USER087,User,dyadic,prohibition,Users avoiding fried meals should not receive fried meal recommendations,"∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧friedMeal(y))","For every user and product, if all of the following hold: the user avoids the product; and the product is a fried meal, then the system is prohibited from recommending the product to the user.",,,
USER088,User,implication,permission,Users preferring low fat meals may receive low fat meal recommendations,"∀x.∀y.prefers(x,y)∧lowFatMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a low-fat meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER088,User,dyadic,permission,Users preferring low fat meals may receive low fat meal recommendations,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧lowFatMeal(y))","For every user and product, if all of the following hold: the product is a low-fat meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER089,User,implication,obligation,Users requiring heart healthy food should receive heart healthy meal recommendations,"∀x.∀y.requiresHeartHealthy(x)∧heartHealthyMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a heart-healthy meal; and the user requires heart-healthy food, then the system is obligated to recommend the product to the user.",,,
USER089,User,dyadic,obligation,Users requiring heart healthy food should receive heart healthy meal recommendations,"∀x.∀y.O(recommend(System,y,x)|requiresHeartHealthy(x)∧heartHealthyMeal(y))","For every user and product, if all of the following hold: the product is a heart-healthy meal; and the user requires heart-healthy food, then the system is obligated to recommend the product to the user.",,,
USER090,User,implication,prohibition,Users avoiding caffeine should not receive caffeinated product recommendations,"∀x.∀y.avoids(x,y)∧caffeinatedProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user avoids the product; and the product is caffeinated, then the system is prohibited from recommending the product to the user.",,,
USER090,User,dyadic,prohibition,Users avoiding caffeine should not receive caffeinated product recommendations,"∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧caffeinatedProduct(y))","For every user and product, if all of the following hold: the user avoids the product; and the product is caffeinated, then the system is prohibited from recommending the product to the user.",,,
USER091,User,implication,obligation,Users preferring environmentally sustainable products should receive sustainable recommendations,"∀x.∀y.prefers(x,y)∧sustainable(y)∧environmentFriendly(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is environmentally friendly; the user prefers the product; and the product is sustainable, then the system is obligated to recommend the product to the user.",,,
USER091,User,dyadic,obligation,Users preferring environmentally sustainable products should receive sustainable recommendations,"∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧sustainable(y)∧environmentFriendly(y))","For every user and product, if all of the following hold: the product is environmentally friendly; the user prefers the product; and the product is sustainable, then the system is obligated to recommend the product to the user.",,,
USER092,User,implication,permission,Users preferring budget meals may receive discounted meal recommendations,"∀x.∀y.prefers(x,y)∧discountedMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a discounted meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER092,User,dyadic,permission,Users preferring budget meals may receive discounted meal recommendations,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧discountedMeal(y))","For every user and product, if all of the following hold: the product is a discounted meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER093,User,implication,prohibition,Users avoiding allergens should not receive products containing undeclared allergens,"∀x.∀y.avoids(x,y)∧containsUndeclaredAllergen(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user avoids the product; and the product contains an undeclared allergen, then the system is prohibited from recommending the product to the user.",,,
USER093,User,dyadic,prohibition,Users avoiding allergens should not receive products containing undeclared allergens,"∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧containsUndeclaredAllergen(y))","For every user and product, if all of the following hold: the user avoids the product; and the product contains an undeclared allergen, then the system is prohibited from recommending the product to the user.",,,
USER094,User,implication,obligation,Users requiring certified products should receive certified product recommendations,"∀x.∀y.requiresCertifiedProduct(x)∧certified(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is certified; and the user requires certified products, then the system is obligated to recommend the product to the user.",,,
USER094,User,dyadic,obligation,Users requiring certified products should receive certified product recommendations,"∀x.∀y.O(recommend(System,y,x)|requiresCertifiedProduct(x)∧certified(y))","For every user and product, if all of the following hold: the product is certified; and the user requires certified products, then the system is obligated to recommend the product to the user.",,,
USER095,User,implication,prohibition,Users avoiding non certified products should not receive uncertified recommendations,"∀x.∀y.avoids(x,y)∧¬certified(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user avoids the product; and it is not the case that the product is certified, then the system is prohibited from recommending the product to the user.",,,
USER095,User,dyadic,prohibition,Users avoiding non certified products should not receive uncertified recommendations,"∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧¬certified(y))","For every user and product, if all of the following hold: the user avoids the product; and it is not the case that the product is certified, then the system is prohibited from recommending the product to the user.",,,
USER096,User,implication,obligation,Users preferring fresh food should receive fresh meal recommendations,"∀x.∀y.prefers(x,y)∧freshMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a fresh meal; and the user prefers the product, then the system is obligated to recommend the product to the user.",,,
USER096,User,dyadic,obligation,Users preferring fresh food should receive fresh meal recommendations,"∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧freshMeal(y))","For every user and product, if all of the following hold: the product is a fresh meal; and the user prefers the product, then the system is obligated to recommend the product to the user.",,,
USER097,User,implication,prohibition,Users avoiding processed meat should not receive processed meat recommendations,"∀x.∀y.avoids(x,y)∧processedMeat(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user avoids the product; and the product is processed meat, then the system is prohibited from recommending the product to the user.",,,
USER097,User,dyadic,prohibition,Users avoiding processed meat should not receive processed meat recommendations,"∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧processedMeat(y))","For every user and product, if all of the following hold: the user avoids the product; and the product is processed meat, then the system is prohibited from recommending the product to the user.",,,
USER098,User,implication,permission,Users preferring plant based meals may receive plant based recommendations,"∀x.∀y.prefers(x,y)∧plantBasedMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is plant-based; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER098,User,dyadic,permission,Users preferring plant based meals may receive plant based recommendations,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧plantBasedMeal(y))","For every user and product, if all of the following hold: the product is plant-based; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER099,User,implication,obligation,Users with combined low sugar and low salt needs should receive meals satisfying both needs,"∀x.∀y.requiresLowSugar(x)∧requiresLowSalt(x)∧lowSugarFood(y)∧lowSaltFood(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is low in salt; the product is low in sugar; the user requires low-salt food; and the user requires low-sugar food, then the system is obligated to recommend the product to the user.",,,
USER099,User,dyadic,obligation,Users with combined low sugar and low salt needs should receive meals satisfying both needs,"∀x.∀y.O(recommend(System,y,x)|requiresLowSugar(x)∧requiresLowSalt(x)∧lowSugarFood(y)∧lowSaltFood(y))","For every user and product, if all of the following hold: the product is low in salt; the product is low in sugar; the user requires low-salt food; and the user requires low-sugar food, then the system is obligated to recommend the product to the user.",,,
USER100,User,implication,permission,Users preferring seasonal food may receive seasonal meal recommendations,"∀x.∀y.prefers(x,y)∧seasonalMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user prefers the product; and the product is a seasonal meal, then the system is permitted to recommend the product to the user.",,,
USER100,User,dyadic,permission,Users preferring seasonal food may receive seasonal meal recommendations,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧seasonalMeal(y))","For every user and product, if all of the following hold: the user prefers the product; and the product is a seasonal meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY001,Food Ministry,implication,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Children must not receive products exceeding sugar limits.,"∀x.∀y.child(x)∧exceedsSugarLimit(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is a child; and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY001,Food Ministry,dyadic,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Children must not receive products exceeding sugar limits.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧exceedsSugarLimit(y))","For every user and product, if all of the following hold: the user is a child; and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY002,Food Ministry,implication,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Children must not receive age restricted products.,"∀x.∀y.child(x)∧ageRestrictedProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is age-restricted; and the user is a child, then the system is prohibited from recommending the product to the user.",,,
MINISTRY002,Food Ministry,dyadic,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Children must not receive age restricted products.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧ageRestrictedProduct(y))","For every user and product, if all of the following hold: the product is age-restricted; and the user is a child, then the system is prohibited from recommending the product to the user.",,,
MINISTRY003,Food Ministry,implication,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Children must receive healthy meal recommendations when available.,"∀x.∀y.child(x)∧healthyMeal(y)∧available(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is available; the user is a child; and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY003,Food Ministry,dyadic,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Children must receive healthy meal recommendations when available.,"∀x.∀y.O(recommend(System,y,x)|child(x)∧healthyMeal(y)∧available(y))","For every user and product, if all of the following hold: the product is available; the user is a child; and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY004,Food Ministry,implication,permission,Food Ministry policy permits the recommender to act under this regulatory condition: Children may receive approved low sugar products.,"∀x.∀y.child(x)∧approvedByMinistry(y)∧lowSugarFood(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is approved by the ministry; the user is a child; and the product is low in sugar, then the system is permitted to recommend the product to the user.",,,
MINISTRY004,Food Ministry,dyadic,permission,Food Ministry policy permits the recommender to act under this regulatory condition: Children may receive approved low sugar products.,"∀x.∀y.P(recommend(System,y,x)|child(x)∧approvedByMinistry(y)∧lowSugarFood(y))","For every user and product, if all of the following hold: the product is approved by the ministry; the user is a child; and the product is low in sugar, then the system is permitted to recommend the product to the user.",,,
MINISTRY005,Food Ministry,implication,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Children must not receive products requiring safety warnings.,"∀x.∀y.child(x)∧requiresWarning(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is a child; and the product requires a warning, then the system is prohibited from recommending the product to the user.",,,
MINISTRY005,Food Ministry,dyadic,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Children must not receive products requiring safety warnings.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧requiresWarning(y))","For every user and product, if all of the following hold: the user is a child; and the product requires a warning, then the system is prohibited from recommending the product to the user.",,,
MINISTRY006,Food Ministry,implication,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Diabetic users must receive foods safe for diabetic users.,"∀x.∀y.diabetic(x)∧safeForDiabeticUsers(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is diabetic; and the product is safe for diabetic users, then the system is obligated to recommend the product to the user.",,,
MINISTRY006,Food Ministry,dyadic,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Diabetic users must receive foods safe for diabetic users.,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧safeForDiabeticUsers(y))","For every user and product, if all of the following hold: the user is diabetic; and the product is safe for diabetic users, then the system is obligated to recommend the product to the user.",,,
MINISTRY007,Food Ministry,implication,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Diabetic users must not receive products exceeding sugar limits.,"∀x.∀y.diabetic(x)∧exceedsSugarLimit(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is diabetic; and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY007,Food Ministry,dyadic,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Diabetic users must not receive products exceeding sugar limits.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧exceedsSugarLimit(y))","For every user and product, if all of the following hold: the user is diabetic; and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY008,Food Ministry,implication,permission,Food Ministry policy permits the recommender to act under this regulatory condition: Diabetic users may receive approved low sugar foods.,"∀x.∀y.diabetic(x)∧approvedByMinistry(y)∧lowSugarFood(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is approved by the ministry; the user is diabetic; and the product is low in sugar, then the system is permitted to recommend the product to the user.",,,
MINISTRY008,Food Ministry,dyadic,permission,Food Ministry policy permits the recommender to act under this regulatory condition: Diabetic users may receive approved low sugar foods.,"∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧approvedByMinistry(y)∧lowSugarFood(y))","For every user and product, if all of the following hold: the product is approved by the ministry; the user is diabetic; and the product is low in sugar, then the system is permitted to recommend the product to the user.",,,
MINISTRY009,Food Ministry,implication,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Diabetic users must receive foods with nutrition labels.,"∀x.∀y.diabetic(x)∧hasNutritionLabel(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is diabetic; and the product has a nutrition label, then the system is obligated to recommend the product to the user.",,,
MINISTRY009,Food Ministry,dyadic,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Diabetic users must receive foods with nutrition labels.,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧hasNutritionLabel(y))","For every user and product, if all of the following hold: the user is diabetic; and the product has a nutrition label, then the system is obligated to recommend the product to the user.",,,
MINISTRY010,Food Ministry,implication,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Diabetic users must not receive high sugar products.,"∀x.∀y.diabetic(x)∧highSugarProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is diabetic; and the product is high in sugar, then the system is prohibited from recommending the product to the user.",,,
MINISTRY010,Food Ministry,dyadic,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Diabetic users must not receive high sugar products.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧highSugarProduct(y))","For every user and product, if all of the following hold: the user is diabetic; and the product is high in sugar, then the system is prohibited from recommending the product to the user.",,,
MINISTRY011,Food Ministry,implication,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Hypertensive users must receive low salt foods.,"∀x.∀y.hypertensive(x)∧lowSaltFood(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is hypertensive; and the product is low in salt, then the system is obligated to recommend the product to the user.",,,
MINISTRY011,Food Ministry,dyadic,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Hypertensive users must receive low salt foods.,"∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧lowSaltFood(y))","For every user and product, if all of the following hold: the user is hypertensive; and the product is low in salt, then the system is obligated to recommend the product to the user.",,,
MINISTRY012,Food Ministry,implication,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Hypertensive users must not receive products exceeding salt limits.,"∀x.∀y.hypertensive(x)∧exceedsSaltLimit(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product exceeds salt limits; and the user is hypertensive, then the system is prohibited from recommending the product to the user.",,,
MINISTRY012,Food Ministry,dyadic,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Hypertensive users must not receive products exceeding salt limits.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧exceedsSaltLimit(y))","For every user and product, if all of the following hold: the product exceeds salt limits; and the user is hypertensive, then the system is prohibited from recommending the product to the user.",,,
MINISTRY013,Food Ministry,implication,permission,Food Ministry policy permits the recommender to act under this regulatory condition: Hypertensive users may receive approved low salt foods.,"∀x.∀y.hypertensive(x)∧approvedByMinistry(y)∧lowSaltFood(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is approved by the ministry; the user is hypertensive; and the product is low in salt, then the system is permitted to recommend the product to the user.",,,
MINISTRY013,Food Ministry,dyadic,permission,Food Ministry policy permits the recommender to act under this regulatory condition: Hypertensive users may receive approved low salt foods.,"∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧approvedByMinistry(y)∧lowSaltFood(y))","For every user and product, if all of the following hold: the product is approved by the ministry; the user is hypertensive; and the product is low in salt, then the system is permitted to recommend the product to the user.",,,
MINISTRY014,Food Ministry,implication,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Hypertensive users must receive foods complying with nutrition guidelines.,"∀x.∀y.hypertensive(x)∧compliesWithGuideline(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product complies with ministry guidelines; and the user is hypertensive, then the system is obligated to recommend the product to the user.",,,
MINISTRY014,Food Ministry,dyadic,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Hypertensive users must receive foods complying with nutrition guidelines.,"∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧compliesWithGuideline(y))","For every user and product, if all of the following hold: the product complies with ministry guidelines; and the user is hypertensive, then the system is obligated to recommend the product to the user.",,,
MINISTRY015,Food Ministry,implication,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Hypertensive users must not receive high salt products.,"∀x.∀y.hypertensive(x)∧highSaltProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is high in salt; and the user is hypertensive, then the system is prohibited from recommending the product to the user.",,,
MINISTRY015,Food Ministry,dyadic,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Hypertensive users must not receive high salt products.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧highSaltProduct(y))","For every user and product, if all of the following hold: the product is high in salt; and the user is hypertensive, then the system is prohibited from recommending the product to the user.",,,
MINISTRY016,Food Ministry,implication,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Pregnant users must receive foods safe for pregnant users.,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is pregnant; and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",,,
MINISTRY016,Food Ministry,dyadic,obligation,Food Ministry policy requires the recommender to follow this public-interest rule: Pregnant users must receive foods safe for pregnant users.,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y))","For every user and product, if all of the following hold: the user is pregnant; and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",,,
MINISTRY017,Food Ministry,implication,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Pregnant users must not receive products requiring warnings.,"∀x.∀y.pregnant(x)∧requiresWarning(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is pregnant; and the product requires a warning, then the system is prohibited from recommending the product to the user.",,,
MINISTRY017,Food Ministry,dyadic,prohibition,Food Ministry regulation prohibits the recommender from violating this safety rule: Pregnant users must not receive products requiring warnings.,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧requiresWarning(y))","For every user and product, if all of the following hold: the user is pregnant; and the product requires a warning, then the system is prohibited from recommending the product to the user.",,,
