id,stakeholder,formula_type,norm_type,original_nl,formula,backtranslated_nl,semantic_score,error_type,notes
USER069,User,dyadic,prohibition,Hypertensive elderly users should not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧elderly(x)∧saltySnack(y))","For every user and product, if the user is elderly and the user is hypertensive and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER070,User,implication,prohibition,Pregnant diabetic users should not be recommended energy drinks.,"∀x.∀y.pregnant(x)∧diabetic(x)∧energyDrink(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is an energy drink and the user is pregnant, then the system is prohibited from recommending the product to the user.",,,
USER070,User,dyadic,prohibition,Pregnant diabetic users should not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧diabetic(x)∧energyDrink(y))","For every user and product, if the user is diabetic and the product is an energy drink and the user is pregnant, then the system is prohibited from recommending the product to the user.",,,
USER071,User,implication,prohibition,Vegan users allergic to nuts should not be recommended nut snacks.,"∀x.∀y.vegan(x)∧allergicTo(x,Nuts)∧nutSnack(y)->F(recommend(System,y,x))","For every user and product, if the user is allergic to nuts and the product is a nut snack and the user is vegan, then the system is prohibited from recommending the product to the user.",,,
USER071,User,dyadic,prohibition,Vegan users allergic to nuts should not be recommended nut snacks.,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧allergicTo(x,Nuts)∧nutSnack(y))","For every user and product, if the user is allergic to nuts and the product is a nut snack and the user is vegan, then the system is prohibited from recommending the product to the user.",,,
USER072,User,implication,obligation,Diabetic users who require low salt must be recommended low salt food.,"∀x.∀y.diabetic(x)∧requiresLowSalt(x)∧lowSaltFood(y)->O(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is low in salt and the user requires low-salt food, then the system is obligated to recommend the product to the user.",,,
USER072,User,dyadic,obligation,Diabetic users who require low salt must be recommended low salt food.,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧requiresLowSalt(x)∧lowSaltFood(y))","For every user and product, if the user is diabetic and the product is low in salt and the user requires low-salt food, then the system is obligated to recommend the product to the user.",,,
USER073,User,implication,obligation,Elderly diabetic users must be recommended low sugar food.,"∀x.∀y.elderly(x)∧diabetic(x)∧lowSugarFood(y)->O(recommend(System,y,x))","For every user and product, if the user is diabetic and the user is elderly and the product is low in sugar, then the system is obligated to recommend the product to the user.",,,
USER073,User,dyadic,obligation,Elderly diabetic users must be recommended low sugar food.,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧diabetic(x)∧lowSugarFood(y))","For every user and product, if the user is diabetic and the user is elderly and the product is low in sugar, then the system is obligated to recommend the product to the user.",,,
USER074,User,implication,prohibition,Pregnant users should not be recommended ultra-processed food.,"∀x.∀y.pregnant(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","For every user and product, if the user is pregnant and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",,,
USER074,User,dyadic,prohibition,Pregnant users should not be recommended ultra-processed food.,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧ultraProcessedFood(y))","For every user and product, if the user is pregnant and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",,,
USER075,User,implication,prohibition,Diabetic users should not be recommended ultra-processed food.,"∀x.∀y.diabetic(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",,,
USER075,User,dyadic,prohibition,Diabetic users should not be recommended ultra-processed food.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧ultraProcessedFood(y))","For every user and product, if the user is diabetic and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",,,
USER076,User,implication,obligation,Children must be recommended healthy meals over snacks.,"∀x.∀y.child(x)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is a child and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
USER076,User,dyadic,obligation,Children must be recommended healthy meals over snacks.,"∀x.∀y.O(recommend(System,y,x)|child(x)∧healthyMeal(y))","For every user and product, if the user is a child and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
USER077,User,implication,permission,Elderly users may be recommended mild meals.,"∀x.∀y.elderly(x)∧mildMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is elderly and the product is a mild meal, then the system is permitted to recommend the product to the user.",,,
USER077,User,dyadic,permission,Elderly users may be recommended mild meals.,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧mildMeal(y))","For every user and product, if the user is elderly and the product is a mild meal, then the system is permitted to recommend the product to the user.",,,
USER078,User,implication,permission,Adults may be recommended Asian meals.,"∀x.∀y.adult(x)∧asianMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the product is an Asian meal, then the system is permitted to recommend the product to the user.",,,
USER078,User,dyadic,permission,Adults may be recommended Asian meals.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧asianMeal(y))","For every user and product, if the user is an adult and the product is an Asian meal, then the system is permitted to recommend the product to the user.",,,
USER079,User,implication,permission,Adults may be recommended Mediterranean meals.,"∀x.∀y.adult(x)∧mediterraneanMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the product is a Mediterranean meal, then the system is permitted to recommend the product to the user.",,,
USER079,User,dyadic,permission,Adults may be recommended Mediterranean meals.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧mediterraneanMeal(y))","For every user and product, if the user is an adult and the product is a Mediterranean meal, then the system is permitted to recommend the product to the user.",,,
USER080,User,implication,prohibition,Vegan users should not be recommended shellfish meals.,"∀x.∀y.vegan(x)∧shellfishMeal(y)->F(recommend(System,y,x))","For every user and product, if the product is a shellfish meal and the user is vegan, then the system is prohibited from recommending the product to the user.",,,
USER080,User,dyadic,prohibition,Vegan users should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧shellfishMeal(y))","For every user and product, if the product is a shellfish meal and the user is vegan, then the system is prohibited from recommending the product to the user.",,,
USER081,User,implication,prohibition,Vegetarian users should not be recommended food containing shellfish.,"∀x.∀y.vegetarian(x)∧contains(y,Shellfish)->F(recommend(System,y,x))","For every user and product, if the product contains shellfish and the user is vegetarian, then the system is prohibited from recommending the product to the user.",,,
USER081,User,dyadic,prohibition,Vegetarian users should not be recommended food containing shellfish.,"∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧contains(y,Shellfish))","For every user and product, if the product contains shellfish and the user is vegetarian, then the system is prohibited from recommending the product to the user.",,,
USER082,User,implication,prohibition,Users who require halal food should not be recommended non-halal products.,"∀x.∀y.requiresHalal(x)∧¬halalMeal(y)->F(recommend(System,y,x))","For every user and product, if the user requires halal food and it is not the case that the product is a halal meal, then the system is prohibited from recommending the product to the user.",,,
USER082,User,dyadic,prohibition,Users who require halal food should not be recommended non-halal products.,"∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧¬halalMeal(y))","For every user and product, if the user requires halal food and it is not the case that the product is a halal meal, then the system is prohibited from recommending the product to the user.",,,
USER083,User,implication,prohibition,Users who require kosher food should not be recommended non-kosher products.,"∀x.∀y.requiresKosher(x)∧¬kosherMeal(y)->F(recommend(System,y,x))","For every user and product, if the user requires kosher food and it is not the case that the product is a kosher meal, then the system is prohibited from recommending the product to the user.",,,
USER083,User,dyadic,prohibition,Users who require kosher food should not be recommended non-kosher products.,"∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧¬kosherMeal(y))","For every user and product, if the user requires kosher food and it is not the case that the product is a kosher meal, then the system is prohibited from recommending the product to the user.",,,
USER084,User,implication,prohibition,Users who require gluten-free food should not be recommended food containing nuts.,"∀x.∀y.requiresGlutenFree(x)∧contains(y,Nuts)->F(recommend(System,y,x))","For every user and product, if the product contains nuts and the user requires gluten-free food, then the system is prohibited from recommending the product to the user.",,,
USER084,User,dyadic,prohibition,Users who require gluten-free food should not be recommended food containing nuts.,"∀x.∀y.F(recommend(System,y,x)|requiresGlutenFree(x)∧contains(y,Nuts))","For every user and product, if the product contains nuts and the user requires gluten-free food, then the system is prohibited from recommending the product to the user.",,,
USER085,User,implication,permission,Diabetic users may be recommended Mediterranean meals.,"∀x.∀y.diabetic(x)∧mediterraneanMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a Mediterranean meal, then the system is permitted to recommend the product to the user.",,,
USER085,User,dyadic,permission,Diabetic users may be recommended Mediterranean meals.,"∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧mediterraneanMeal(y))","For every user and product, if the user is diabetic and the product is a Mediterranean meal, then the system is permitted to recommend the product to the user.",,,
USER086,User,implication,permission,Hypertensive users may be recommended healthy meals.,"∀x.∀y.hypertensive(x)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is a healthy meal and the user is hypertensive, then the system is permitted to recommend the product to the user.",,,
USER086,User,dyadic,permission,Hypertensive users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧healthyMeal(y))","For every user and product, if the product is a healthy meal and the user is hypertensive, then the system is permitted to recommend the product to the user.",,,
USER087,User,implication,permission,Pregnant users may be recommended organic food.,"∀x.∀y.pregnant(x)∧organicFood(y)->P(recommend(System,y,x))","For every user and product, if the product is organic food and the user is pregnant, then the system is permitted to recommend the product to the user.",,,
USER087,User,dyadic,permission,Pregnant users may be recommended organic food.,"∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧organicFood(y))","For every user and product, if the product is organic food and the user is pregnant, then the system is permitted to recommend the product to the user.",,,
USER088,User,implication,permission,Elderly users may be recommended sustainable meals.,"∀x.∀y.elderly(x)∧sustainableMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is elderly and sustainable meal holds for the product, then the system is permitted to recommend the product to the user.",,,
USER088,User,dyadic,permission,Elderly users may be recommended sustainable meals.,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧sustainableMeal(y))","For every user and product, if the user is elderly and sustainable meal holds for the product, then the system is permitted to recommend the product to the user.",,,
USER089,User,implication,permission,Vegan users may be recommended affordable meals.,"∀x.∀y.vegan(x)∧affordableMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is vegan, then the system is permitted to recommend the product to the user.",,,
USER089,User,dyadic,permission,Vegan users may be recommended affordable meals.,"∀x.∀y.P(recommend(System,y,x)|vegan(x)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is vegan, then the system is permitted to recommend the product to the user.",,,
USER090,User,implication,permission,Vegetarian users may be recommended affordable meals.,"∀x.∀y.vegetarian(x)∧affordableMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is vegetarian, then the system is permitted to recommend the product to the user.",,,
USER090,User,dyadic,permission,Vegetarian users may be recommended affordable meals.,"∀x.∀y.P(recommend(System,y,x)|vegetarian(x)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is vegetarian, then the system is permitted to recommend the product to the user.",,,
USER091,User,implication,prohibition,Children should not be recommended salty snacks.,"∀x.∀y.child(x)∧saltySnack(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER091,User,dyadic,prohibition,Children should not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧saltySnack(y))","For every user and product, if the user is a child and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER092,User,implication,prohibition,Diabetic users should not be recommended salty snacks.,"∀x.∀y.diabetic(x)∧saltySnack(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER092,User,dyadic,prohibition,Diabetic users should not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧saltySnack(y))","For every user and product, if the user is diabetic and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER093,User,implication,prohibition,Hypertensive users should not be recommended sugary snacks.,"∀x.∀y.hypertensive(x)∧sugarySnack(y)->F(recommend(System,y,x))","For every user and product, if the user is hypertensive and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
USER093,User,dyadic,prohibition,Hypertensive users should not be recommended sugary snacks.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧sugarySnack(y))","For every user and product, if the user is hypertensive and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
USER094,User,implication,permission,Users who require low sugar may be recommended healthy meals.,"∀x.∀y.requiresLowSugar(x)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is a healthy meal and the user requires low-sugar food, then the system is permitted to recommend the product to the user.",,,
USER094,User,dyadic,permission,Users who require low sugar may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|requiresLowSugar(x)∧healthyMeal(y))","For every user and product, if the product is a healthy meal and the user requires low-sugar food, then the system is permitted to recommend the product to the user.",,,
USER095,User,implication,permission,Users who require low salt may be recommended Mediterranean meals.,"∀x.∀y.requiresLowSalt(x)∧mediterraneanMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is a Mediterranean meal and the user requires low-salt food, then the system is permitted to recommend the product to the user.",,,
USER095,User,dyadic,permission,Users who require low salt may be recommended Mediterranean meals.,"∀x.∀y.P(recommend(System,y,x)|requiresLowSalt(x)∧mediterraneanMeal(y))","For every user and product, if the product is a Mediterranean meal and the user requires low-salt food, then the system is permitted to recommend the product to the user.",,,
USER096,User,implication,permission,Users allergic to nuts may be recommended nut-free healthy meals.,"∀x.∀y.allergicTo(x,Nuts)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is allergic to nuts and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
USER096,User,dyadic,permission,Users allergic to nuts may be recommended nut-free healthy meals.,"∀x.∀y.P(recommend(System,y,x)|allergicTo(x,Nuts)∧healthyMeal(y))","For every user and product, if the user is allergic to nuts and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
USER097,User,implication,permission,Users allergic to shellfish may be recommended vegetarian meals.,"∀x.∀y.allergicTo(x,Shellfish)∧vegetarianMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is allergic to shellfish and the product is a vegetarian meal, then the system is permitted to recommend the product to the user.",,,
USER097,User,dyadic,permission,Users allergic to shellfish may be recommended vegetarian meals.,"∀x.∀y.P(recommend(System,y,x)|allergicTo(x,Shellfish)∧vegetarianMeal(y))","For every user and product, if the user is allergic to shellfish and the product is a vegetarian meal, then the system is permitted to recommend the product to the user.",,,
USER098,User,implication,permission,Gluten sensitive users may be recommended certified gluten-free products.,"∀x.∀y.glutenSensitive(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","For every user and product, if the product is certified gluten-free and the user is gluten-sensitive, then the system is permitted to recommend the product to the user.",,,
USER098,User,dyadic,permission,Gluten sensitive users may be recommended certified gluten-free products.,"∀x.∀y.P(recommend(System,y,x)|glutenSensitive(x)∧certifiedGlutenFree(y))","For every user and product, if the product is certified gluten-free and the user is gluten-sensitive, then the system is permitted to recommend the product to the user.",,,
USER099,User,implication,permission,Lactose intolerant users may be recommended lactose-free meals.,"∀x.∀y.lactoseIntolerant(x)∧lactoseFreeMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is a lactose-free meal and the user is lactose-intolerant, then the system is permitted to recommend the product to the user.",,,
USER099,User,dyadic,permission,Lactose intolerant users may be recommended lactose-free meals.,"∀x.∀y.P(recommend(System,y,x)|lactoseIntolerant(x)∧lactoseFreeMeal(y))","For every user and product, if the product is a lactose-free meal and the user is lactose-intolerant, then the system is permitted to recommend the product to the user.",,,
USER100,User,implication,permission,Users who prefer spicy food may be recommended spicy meals.,"∀x.∀y.prefers(x,y)∧spicyMeal(y)->P(recommend(System,y,x))","For every user and product, if the user prefers the product and the product is a spicy meal, then the system is permitted to recommend the product to the user.",,,
USER100,User,dyadic,permission,Users who prefer spicy food may be recommended spicy meals.,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧spicyMeal(y))","For every user and product, if the user prefers the product and the product is a spicy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY001,Food Ministry,implication,prohibition,Children must not be recommended products that are banned for children.,"∀x.∀y.child(x)∧bannedForChildren(y)->F(recommend(System,y,x))","For every user and product, if the product is banned for children and the user is a child, then the system is prohibited from recommending the product to the user.",,,
MINISTRY001,Food Ministry,dyadic,prohibition,Children must not be recommended products that are banned for children.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧bannedForChildren(y))","For every user and product, if the product is banned for children and the user is a child, then the system is prohibited from recommending the product to the user.",,,
MINISTRY002,Food Ministry,implication,prohibition,Children must not be recommended products that exceed the sugar limit.,"∀x.∀y.child(x)∧exceedsSugarLimit(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY002,Food Ministry,dyadic,prohibition,Children must not be recommended products that exceed the sugar limit.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧exceedsSugarLimit(y))","For every user and product, if the user is a child and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY003,Food Ministry,implication,prohibition,Children must not be recommended energy drinks.,"∀x.∀y.child(x)∧energyDrink(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and the product is an energy drink, then the system is prohibited from recommending the product to the user.",,,
MINISTRY003,Food Ministry,dyadic,prohibition,Children must not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧energyDrink(y))","For every user and product, if the user is a child and the product is an energy drink, then the system is prohibited from recommending the product to the user.",,,
MINISTRY004,Food Ministry,implication,prohibition,Children must not be recommended restricted products.,"∀x.∀y.child(x)∧restricted(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and the product is restricted, then the system is prohibited from recommending the product to the user.",,,
MINISTRY004,Food Ministry,dyadic,prohibition,Children must not be recommended restricted products.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧restricted(y))","For every user and product, if the user is a child and the product is restricted, then the system is prohibited from recommending the product to the user.",,,
MINISTRY005,Food Ministry,implication,prohibition,Children must not be recommended products that are not approved by the ministry.,"∀x.∀y.child(x)∧¬approvedByMinistry(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and it is not the case that the product is approved by the ministry, then the system is prohibited from recommending the product to the user.",,,
MINISTRY005,Food Ministry,dyadic,prohibition,Children must not be recommended products that are not approved by the ministry.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧¬approvedByMinistry(y))","For every user and product, if the user is a child and it is not the case that the product is approved by the ministry, then the system is prohibited from recommending the product to the user.",,,
MINISTRY006,Food Ministry,implication,prohibition,Children must not be recommended sugary snacks that exceed the sugar limit.,"∀x.∀y.child(x)∧sugarySnack(y)∧exceedsSugarLimit(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and the product exceeds sugar limits and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY006,Food Ministry,dyadic,prohibition,Children must not be recommended sugary snacks that exceed the sugar limit.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧sugarySnack(y)∧exceedsSugarLimit(y))","For every user and product, if the user is a child and the product exceeds sugar limits and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY007,Food Ministry,implication,prohibition,Children must not be recommended salty snacks that exceed the salt limit.,"∀x.∀y.child(x)∧saltySnack(y)∧exceedsSaltLimit(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and the product exceeds salt limits and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY007,Food Ministry,dyadic,prohibition,Children must not be recommended salty snacks that exceed the salt limit.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧saltySnack(y)∧exceedsSaltLimit(y))","For every user and product, if the user is a child and the product exceeds salt limits and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY008,Food Ministry,implication,prohibition,Children must not be recommended energy drinks or sugary snacks.,"∀x.∀y.child(x)∧(energyDrink(y)∨sugarySnack(y))->F(recommend(System,y,x))","For every user and product, if the user is a child and the product is an energy drink, then the system is prohibited from recommending the product to the user.",,,
MINISTRY008,Food Ministry,dyadic,prohibition,Children must not be recommended energy drinks or sugary snacks.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧(energyDrink(y)∨sugarySnack(y)))","For every user and product, if the user is a child and the product is an energy drink, then the system is prohibited from recommending the product to the user.",,,
MINISTRY009,Food Ministry,implication,prohibition,Children must not be recommended products that exceed the sugar limit or the salt limit.,"∀x.∀y.child(x)∧(exceedsSugarLimit(y)∨exceedsSaltLimit(y))->F(recommend(System,y,x))","For every user and product, if the user is a child and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY009,Food Ministry,dyadic,prohibition,Children must not be recommended products that exceed the sugar limit or the salt limit.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧(exceedsSugarLimit(y)∨exceedsSaltLimit(y)))","For every user and product, if the user is a child and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY010,Food Ministry,implication,prohibition,Children must not be recommended products that exceed the fat limit.,"∀x.∀y.child(x)∧exceedsFatLimit(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and the product exceeds fat limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY010,Food Ministry,dyadic,prohibition,Children must not be recommended products that exceed the fat limit.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧exceedsFatLimit(y))","For every user and product, if the user is a child and the product exceeds fat limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY011,Food Ministry,implication,prohibition,Diabetic users must not be recommended products that exceed the sugar limit.,"∀x.∀y.diabetic(x)∧exceedsSugarLimit(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY011,Food Ministry,dyadic,prohibition,Diabetic users must not be recommended products that exceed the sugar limit.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧exceedsSugarLimit(y))","For every user and product, if the user is diabetic and the product exceeds sugar limits, then the system is prohibited from recommending the product to the user.",,,
MINISTRY012,Food Ministry,implication,prohibition,Diabetic users must not be recommended sugary snacks.,"∀x.∀y.diabetic(x)∧sugarySnack(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY012,Food Ministry,dyadic,prohibition,Diabetic users must not be recommended sugary snacks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧sugarySnack(y))","For every user and product, if the user is diabetic and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY013,Food Ministry,implication,prohibition,Diabetic users must not be recommended energy drinks.,"∀x.∀y.diabetic(x)∧energyDrink(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is an energy drink, then the system is prohibited from recommending the product to the user.",,,
MINISTRY013,Food Ministry,dyadic,prohibition,Diabetic users must not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧energyDrink(y))","For every user and product, if the user is diabetic and the product is an energy drink, then the system is prohibited from recommending the product to the user.",,,
MINISTRY014,Food Ministry,implication,prohibition,Diabetic users must not be recommended fried meals.,"∀x.∀y.diabetic(x)∧friedMeal(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a fried meal, then the system is prohibited from recommending the product to the user.",,,
MINISTRY014,Food Ministry,dyadic,prohibition,Diabetic users must not be recommended fried meals.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧friedMeal(y))","For every user and product, if the user is diabetic and the product is a fried meal, then the system is prohibited from recommending the product to the user.",,,
MINISTRY015,Food Ministry,implication,prohibition,Diabetic users must not be recommended products that are not safe for diabetic users.,"∀x.∀y.diabetic(x)∧¬safeForDiabeticUsers(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and it is not the case that the product is safe for diabetic users, then the system is prohibited from recommending the product to the user.",,,
MINISTRY015,Food Ministry,dyadic,prohibition,Diabetic users must not be recommended products that are not safe for diabetic users.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧¬safeForDiabeticUsers(y))","For every user and product, if the user is diabetic and it is not the case that the product is safe for diabetic users, then the system is prohibited from recommending the product to the user.",,,
MINISTRY016,Food Ministry,implication,prohibition,Diabetic users must not be recommended sugary snacks or energy drinks.,"∀x.∀y.diabetic(x)∧(sugarySnack(y)∨energyDrink(y))->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY016,Food Ministry,dyadic,prohibition,Diabetic users must not be recommended sugary snacks or energy drinks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧(sugarySnack(y)∨energyDrink(y)))","For every user and product, if the user is diabetic and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY017,Food Ministry,implication,prohibition,Hypertensive users must not be recommended products that exceed the salt limit.,"∀x.∀y.hypertensive(x)∧exceedsSaltLimit(y)->F(recommend(System,y,x))","For every user and product, if the product exceeds salt limits and the user is hypertensive, then the system is prohibited from recommending the product to the user.",,,
MINISTRY017,Food Ministry,dyadic,prohibition,Hypertensive users must not be recommended products that exceed the salt limit.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧exceedsSaltLimit(y))","For every user and product, if the product exceeds salt limits and the user is hypertensive, then the system is prohibited from recommending the product to the user.",,,
MINISTRY018,Food Ministry,implication,prohibition,Hypertensive users must not be recommended salty snacks.,"∀x.∀y.hypertensive(x)∧saltySnack(y)->F(recommend(System,y,x))","For every user and product, if the user is hypertensive and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY018,Food Ministry,dyadic,prohibition,Hypertensive users must not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧saltySnack(y))","For every user and product, if the user is hypertensive and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY019,Food Ministry,implication,prohibition,Hypertensive users must not be recommended fried meals that exceed the salt limit.,"∀x.∀y.hypertensive(x)∧friedMeal(y)∧exceedsSaltLimit(y)->F(recommend(System,y,x))","For every user and product, if the product exceeds salt limits and the product is a fried meal and the user is hypertensive, then the system is prohibited from recommending the product to the user.",,,
MINISTRY019,Food Ministry,dyadic,prohibition,Hypertensive users must not be recommended fried meals that exceed the salt limit.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧friedMeal(y)∧exceedsSaltLimit(y))","For every user and product, if the product exceeds salt limits and the product is a fried meal and the user is hypertensive, then the system is prohibited from recommending the product to the user.",,,
MINISTRY020,Food Ministry,implication,prohibition,Hypertensive users must not be recommended salty snacks or fried meals.,"∀x.∀y.hypertensive(x)∧(saltySnack(y)∨friedMeal(y))->F(recommend(System,y,x))","For every user and product, if the user is hypertensive and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY020,Food Ministry,dyadic,prohibition,Hypertensive users must not be recommended salty snacks or fried meals.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧(saltySnack(y)∨friedMeal(y)))","For every user and product, if the user is hypertensive and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
MINISTRY021,Food Ministry,implication,prohibition,Elderly users must not be recommended fried meals that exceed the fat limit.,"∀x.∀y.elderly(x)∧friedMeal(y)∧exceedsFatLimit(y)->F(recommend(System,y,x))","For every user and product, if the user is elderly and the product exceeds fat limits and the product is a fried meal, then the system is prohibited from recommending the product to the user.",,,
MINISTRY021,Food Ministry,dyadic,prohibition,Elderly users must not be recommended fried meals that exceed the fat limit.,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧friedMeal(y)∧exceedsFatLimit(y))","For every user and product, if the user is elderly and the product exceeds fat limits and the product is a fried meal, then the system is prohibited from recommending the product to the user.",,,
