source,id,stakeholder,norm_type,formula_type,nl_norm,formula,parser_valid,expected_pattern,auto_semantic_score,auto_error_type,ast_node_count,ast_depth,ast_predicate_count
baseline,MINISTRY036,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring halal food may receive verified halal products.,"∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧verifiedHalal(y))",True,True,2,none,7,5,3
baseline,MINISTRY037,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring halal food must not receive non halal products.,"∀x.∀y.requiresHalal(x)∧nonHalal(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY037,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring halal food must not receive non halal products.,"∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧nonHalal(y))",True,True,2,none,7,5,3
baseline,MINISTRY038,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Users requiring halal food must receive products with verified halal status.,"∀x.∀y.requiresHalal(x)∧halalMeal(y)∧verifiedHalal(y)->O(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY038,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Users requiring halal food must receive products with verified halal status.,"∀x.∀y.O(recommend(System,y,x)|requiresHalal(x)∧halalMeal(y)∧verifiedHalal(y))",True,True,2,none,9,6,4
baseline,MINISTRY039,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring halal food must not receive products with uncertain halal status.,"∀x.∀y.requiresHalal(x)∧uncertainHalalStatus(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY039,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring halal food must not receive products with uncertain halal status.,"∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧uncertainHalalStatus(y))",True,True,2,none,7,5,3
baseline,MINISTRY040,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Verified halal products may be recommended when labeling is compliant.,"∀x.∀y.verifiedHalal(y)∧compliesWithLabeling(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY040,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Verified halal products may be recommended when labeling is compliant.,"∀x.∀y.P(recommend(System,y,x)|verifiedHalal(y)∧compliesWithLabeling(y))",True,True,2,none,7,5,3
baseline,MINISTRY041,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring kosher food may receive verified kosher products.,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY041,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring kosher food may receive verified kosher products.,"∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y))",True,True,2,none,7,5,3
baseline,MINISTRY042,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring kosher food must not receive non kosher products.,"∀x.∀y.requiresKosher(x)∧nonKosher(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY042,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring kosher food must not receive non kosher products.,"∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧nonKosher(y))",True,True,2,none,7,5,3
baseline,MINISTRY043,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Users requiring kosher food must receive products with verified kosher status.,"∀x.∀y.requiresKosher(x)∧kosherMeal(y)∧verifiedKosher(y)->O(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY043,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Users requiring kosher food must receive products with verified kosher status.,"∀x.∀y.O(recommend(System,y,x)|requiresKosher(x)∧kosherMeal(y)∧verifiedKosher(y))",True,True,2,none,9,6,4
baseline,MINISTRY044,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring kosher food must not receive products with uncertain kosher status.,"∀x.∀y.requiresKosher(x)∧uncertainKosherStatus(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY044,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring kosher food must not receive products with uncertain kosher status.,"∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧uncertainKosherStatus(y))",True,True,2,none,7,5,3
baseline,MINISTRY045,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Verified kosher products may be recommended when labeling is compliant.,"∀x.∀y.verifiedKosher(y)∧compliesWithLabeling(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY045,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Verified kosher products may be recommended when labeling is compliant.,"∀x.∀y.P(recommend(System,y,x)|verifiedKosher(y)∧compliesWithLabeling(y))",True,True,2,none,7,5,3
baseline,MINISTRY046,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Gluten sensitive users must receive certified gluten free products.,"∀x.∀y.glutenSensitive(x)∧certifiedGlutenFree(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY046,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Gluten sensitive users must receive certified gluten free products.,"∀x.∀y.O(recommend(System,y,x)|glutenSensitive(x)∧certifiedGlutenFree(y))",True,True,2,none,7,5,3
baseline,MINISTRY047,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring gluten free food must not receive products containing gluten.,"∀x.∀y.requiresGlutenFree(x)∧contains(y,Gluten)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY047,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring gluten free food must not receive products containing gluten.,"∀x.∀y.F(recommend(System,y,x)|requiresGlutenFree(x)∧contains(y,Gluten))",True,True,2,none,7,5,3
baseline,MINISTRY048,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring gluten free food may receive certified gluten free products.,"∀x.∀y.requiresGlutenFree(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY048,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring gluten free food may receive certified gluten free products.,"∀x.∀y.P(recommend(System,y,x)|requiresGlutenFree(x)∧certifiedGlutenFree(y))",True,True,2,none,7,5,3
baseline,MINISTRY049,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Gluten sensitive users must not receive uncertified gluten free claims.,"∀x.∀y.glutenSensitive(x)∧misleadingClaim(y)->F(recommend(System,y,x))",True,True,0,semantic_mismatch_possible,8,5,3
baseline,MINISTRY049,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Gluten sensitive users must not receive uncertified gluten free claims.,"∀x.∀y.F(recommend(System,y,x)|glutenSensitive(x)∧misleadingClaim(y))",True,True,0,semantic_mismatch_possible,7,5,3
baseline,MINISTRY050,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Certified gluten free products must comply with labeling rules.,"∀x.∀y.certifiedGlutenFree(y)∧compliesWithLabeling(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY050,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Certified gluten free products must comply with labeling rules.,"∀x.∀y.O(recommend(System,y,x)|certifiedGlutenFree(y)∧compliesWithLabeling(y))",True,True,2,none,7,5,3
baseline,MINISTRY051,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Lactose intolerant users must receive certified lactose free products.,"∀x.∀y.lactoseIntolerant(x)∧certifiedLactoseFree(y)->O(recommend(System,y,x))",True,True,1,partial_concept_overlap,8,5,3
baseline,MINISTRY051,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Lactose intolerant users must receive certified lactose free products.,"∀x.∀y.O(recommend(System,y,x)|lactoseIntolerant(x)∧certifiedLactoseFree(y))",True,True,1,partial_concept_overlap,7,5,3
baseline,MINISTRY052,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring lactose free food must not receive products containing lactose.,"∀x.∀y.requiresLactoseFree(x)∧contains(y,Lactose)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY052,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring lactose free food must not receive products containing lactose.,"∀x.∀y.F(recommend(System,y,x)|requiresLactoseFree(x)∧contains(y,Lactose))",True,True,2,none,7,5,3
baseline,MINISTRY053,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring lactose free food may receive certified lactose free products.,"∀x.∀y.requiresLactoseFree(x)∧certifiedLactoseFree(y)->P(recommend(System,y,x))",True,True,1,partial_concept_overlap,8,5,3
baseline,MINISTRY053,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring lactose free food may receive certified lactose free products.,"∀x.∀y.P(recommend(System,y,x)|requiresLactoseFree(x)∧certifiedLactoseFree(y))",True,True,1,partial_concept_overlap,7,5,3
baseline,MINISTRY054,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Lactose intolerant users must not receive misleading lactose free claims.,"∀x.∀y.lactoseIntolerant(x)∧misleadingClaim(y)->F(recommend(System,y,x))",True,True,1,partial_concept_overlap,8,5,3
baseline,MINISTRY054,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Lactose intolerant users must not receive misleading lactose free claims.,"∀x.∀y.F(recommend(System,y,x)|lactoseIntolerant(x)∧misleadingClaim(y))",True,True,1,partial_concept_overlap,7,5,3
baseline,MINISTRY055,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Certified lactose free products must comply with labeling rules.,"∀x.∀y.certifiedLactoseFree(y)∧compliesWithLabeling(y)->O(recommend(System,y,x))",True,True,1,partial_concept_overlap,8,5,3
baseline,MINISTRY055,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Certified lactose free products must comply with labeling rules.,"∀x.∀y.O(recommend(System,y,x)|certifiedLactoseFree(y)∧compliesWithLabeling(y))",True,True,1,partial_concept_overlap,7,5,3
baseline,MINISTRY056,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Foods approved by the ministry may be recommended.,"∀x.∀y.approvedByMinistry(y)->P(recommend(System,y,x))",True,True,2,none,6,5,2
baseline,MINISTRY056,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Foods approved by the ministry may be recommended.,"∀x.∀y.P(recommend(System,y,x)|approvedByMinistry(y))",True,True,2,none,5,4,2
baseline,MINISTRY057,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Restricted foods must not be recommended.,"∀x.∀y.restricted(y)->F(recommend(System,y,x))",True,True,2,none,6,5,2
baseline,MINISTRY057,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Restricted foods must not be recommended.,"∀x.∀y.F(recommend(System,y,x)|restricted(y))",True,True,2,none,5,4,2
baseline,MINISTRY058,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Foods complying with ministry guidelines should be recommended when suitable.,"∀x.∀y.compliesWithGuideline(y)∧safeFor(x,y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY058,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Foods complying with ministry guidelines should be recommended when suitable.,"∀x.∀y.O(recommend(System,y,x)|compliesWithGuideline(y)∧safeFor(x,y))",True,True,2,none,7,5,3
baseline,MINISTRY059,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Foods without nutrition labels must not be recommended as approved foods.,"∀x.∀y.approvedByMinistry(y)∧¬hasNutritionLabel(y)->F(recommend(System,y,x))",True,True,2,none,9,6,3
baseline,MINISTRY059,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Foods without nutrition labels must not be recommended as approved foods.,"∀x.∀y.F(recommend(System,y,x)|approvedByMinistry(y)∧¬hasNutritionLabel(y))",True,True,2,none,8,6,3
baseline,MINISTRY060,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Foods with nutrition labels may be recommended to adults.,"∀x.∀y.adult(x)∧hasNutritionLabel(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY060,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Foods with nutrition labels may be recommended to adults.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧hasNutritionLabel(y))",True,True,2,none,7,5,3
baseline,MINISTRY061,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Products exceeding fat limits must not be recommended to vulnerable users.,"∀x.∀y.vulnerableUser(x)∧exceedsFatLimit(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY061,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Products exceeding fat limits must not be recommended to vulnerable users.,"∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧exceedsFatLimit(y))",True,True,2,none,7,5,3
baseline,MINISTRY062,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Vulnerable users must receive foods complying with ministry guidelines.,"∀x.∀y.vulnerableUser(x)∧compliesWithGuideline(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY062,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Vulnerable users must receive foods complying with ministry guidelines.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧compliesWithGuideline(y))",True,True,2,none,7,5,3
baseline,MINISTRY063,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Vulnerable users may receive approved healthy meals.,"∀x.∀y.vulnerableUser(x)∧approvedByMinistry(y)∧healthyMeal(y)->P(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY063,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Vulnerable users may receive approved healthy meals.,"∀x.∀y.P(recommend(System,y,x)|vulnerableUser(x)∧approvedByMinistry(y)∧healthyMeal(y))",True,True,2,none,9,6,4
baseline,MINISTRY064,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Vulnerable users must not receive unsafe products.,"∀x.∀y.vulnerableUser(x)∧unsafeProduct(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY064,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Vulnerable users must not receive unsafe products.,"∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧unsafeProduct(y))",True,True,2,none,7,5,3
baseline,MINISTRY065,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Vulnerable users must receive affordable healthy meal options.,"∀x.∀y.vulnerableUser(x)∧affordableMeal(y)∧healthyMeal(y)->O(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY065,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Vulnerable users must receive affordable healthy meal options.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧affordableMeal(y)∧healthyMeal(y))",True,True,2,none,9,6,4
baseline,MINISTRY066,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Energy drinks requiring warnings must not be recommended to children.,"∀x.∀y.child(x)∧energyDrink(y)∧requiresWarning(y)->F(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY066,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Energy drinks requiring warnings must not be recommended to children.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧energyDrink(y)∧requiresWarning(y))",True,True,2,none,9,6,4
baseline,MINISTRY067,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Products requiring safety warnings must include warning labels.,"∀x.∀y.requiresWarning(y)∧hasSafetyWarning(y)->O(recommend(System,y,x))",True,True,1,partial_concept_overlap,8,5,3
baseline,MINISTRY067,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Products requiring safety warnings must include warning labels.,"∀x.∀y.O(recommend(System,y,x)|requiresWarning(y)∧hasSafetyWarning(y))",True,True,1,partial_concept_overlap,7,5,3
baseline,MINISTRY068,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Products without required safety warnings must not be recommended.,"∀x.∀y.requiresWarning(y)∧¬hasSafetyWarning(y)->F(recommend(System,y,x))",True,True,2,none,9,6,3
baseline,MINISTRY068,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Products without required safety warnings must not be recommended.,"∀x.∀y.F(recommend(System,y,x)|requiresWarning(y)∧¬hasSafetyWarning(y))",True,True,2,none,8,6,3
baseline,MINISTRY069,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Adults may receive products with safety warnings when warnings are shown.,"∀x.∀y.adult(x)∧hasSafetyWarning(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY069,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Adults may receive products with safety warnings when warnings are shown.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧hasSafetyWarning(y))",True,True,2,none,7,5,3
baseline,MINISTRY070,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Warning products must not be recommended to vulnerable users.,"∀x.∀y.vulnerableUser(x)∧safetyWarningProduct(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY070,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Warning products must not be recommended to vulnerable users.,"∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧safetyWarningProduct(y))",True,True,2,none,7,5,3
baseline,MINISTRY071,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Organic products with misleading claims must not be recommended.,"∀x.∀y.organicFood(y)∧misleadingClaim(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY071,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Organic products with misleading claims must not be recommended.,"∀x.∀y.F(recommend(System,y,x)|organicFood(y)∧misleadingClaim(y))",True,True,2,none,7,5,3
baseline,MINISTRY072,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Sustainable products with misleading claims must not be recommended.,"∀x.∀y.sustainable(y)∧misleadingClaim(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY072,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Sustainable products with misleading claims must not be recommended.,"∀x.∀y.F(recommend(System,y,x)|sustainable(y)∧misleadingClaim(y))",True,True,2,none,7,5,3
baseline,MINISTRY073,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Products with verified organic claims may be recommended.,"∀x.∀y.organicFood(y)∧verifiedClaim(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY073,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Products with verified organic claims may be recommended.,"∀x.∀y.P(recommend(System,y,x)|organicFood(y)∧verifiedClaim(y))",True,True,2,none,7,5,3
baseline,MINISTRY074,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Products with verified sustainability claims may be recommended.,"∀x.∀y.sustainable(y)∧verifiedClaim(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY074,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Products with verified sustainability claims may be recommended.,"∀x.∀y.P(recommend(System,y,x)|sustainable(y)∧verifiedClaim(y))",True,True,2,none,7,5,3
baseline,MINISTRY075,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Products with misleading nutrition claims must not be recommended.,"∀x.∀y.nutritionClaim(y)∧misleadingClaim(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY075,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Products with misleading nutrition claims must not be recommended.,"∀x.∀y.F(recommend(System,y,x)|nutritionClaim(y)∧misleadingClaim(y))",True,True,2,none,7,5,3
baseline,MINISTRY076,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Affordable healthy foods should be recommended to children.,"∀x.∀y.child(x)∧affordableMeal(y)∧healthyMeal(y)->O(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY076,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Affordable healthy foods should be recommended to children.,"∀x.∀y.O(recommend(System,y,x)|child(x)∧affordableMeal(y)∧healthyMeal(y))",True,True,2,none,9,6,4
baseline,MINISTRY077,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Affordable ministry approved healthy foods should be recommended to vulnerable users.,"∀x.∀y.vulnerableUser(x)∧affordableMeal(y)∧healthyMeal(y)∧approvedByMinistry(y)->O(recommend(System,y,x))",True,True,2,none,12,7,5
baseline,MINISTRY077,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Affordable ministry approved healthy foods should be recommended to vulnerable users.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧affordableMeal(y)∧healthyMeal(y)∧approvedByMinistry(y))",True,True,2,none,11,7,5
baseline,MINISTRY078,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Affordable approved foods may be recommended to adults.,"∀x.∀y.adult(x)∧affordableMeal(y)∧approvedByMinistry(y)->P(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY078,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Affordable approved foods may be recommended to adults.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧affordableMeal(y)∧approvedByMinistry(y))",True,True,2,none,9,6,4
baseline,MINISTRY079,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Unaffordable essential foods should not be the only recommended option.,"∀x.∀y.essentialFood(y)∧unaffordable(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY079,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Unaffordable essential foods should not be the only recommended option.,"∀x.∀y.F(recommend(System,y,x)|essentialFood(y)∧unaffordable(y))",True,True,2,none,7,5,3
baseline,MINISTRY080,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Healthy affordable alternatives should be recommended when restricted foods are present.,"∀x.∀y.healthyMeal(y)∧affordableMeal(y)∧alternativeToRestrictedFood(y)->O(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY080,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Healthy affordable alternatives should be recommended when restricted foods are present.,"∀x.∀y.O(recommend(System,y,x)|healthyMeal(y)∧affordableMeal(y)∧alternativeToRestrictedFood(y))",True,True,2,none,9,6,4
baseline,MINISTRY081,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Products banned for children must not be recommended to children.,"∀x.∀y.child(x)∧bannedForChildren(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY081,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Products banned for children must not be recommended to children.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧bannedForChildren(y))",True,True,2,none,7,5,3
baseline,MINISTRY082,Food Ministry,permission,implication,Food Ministry policy permits the recommender to act under this regulatory condition: Products with age restrictions may be recommended to adults.,"∀x.∀y.adult(x)∧ageRestrictedProduct(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY082,Food Ministry,permission,dyadic,Food Ministry policy permits the recommender to act under this regulatory condition: Products with age restrictions may be recommended to adults.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧ageRestrictedProduct(y))",True,True,2,none,7,5,3
baseline,MINISTRY083,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Age restricted products must not be recommended to underage users.,"∀x.∀y.underage(x)∧ageRestrictedProduct(y)->F(recommend(System,y,x))",True,True,1,partial_concept_overlap,8,5,3
baseline,MINISTRY083,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Age restricted products must not be recommended to underage users.,"∀x.∀y.F(recommend(System,y,x)|underage(x)∧ageRestrictedProduct(y))",True,True,1,partial_concept_overlap,7,5,3
baseline,MINISTRY084,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Products suitable for children should be recommended to children when healthy.,"∀x.∀y.child(x)∧suitableForChildren(y)∧healthyMeal(y)->O(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,MINISTRY084,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Products suitable for children should be recommended to children when healthy.,"∀x.∀y.O(recommend(System,y,x)|child(x)∧suitableForChildren(y)∧healthyMeal(y))",True,True,2,none,9,6,4
baseline,MINISTRY085,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: Products unsuitable for children must not be recommended to children.,"∀x.∀y.child(x)∧unsuitableForChildren(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY085,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: Products unsuitable for children must not be recommended to children.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧unsuitableForChildren(y))",True,True,2,none,7,5,3
baseline,MINISTRY086,Food Ministry,prohibition,implication,Food Ministry regulation prohibits the recommender from violating this safety rule: High sugar products must not be recommended to users with low sugar requirements.,"∀x.∀y.requiresLowSugar(x)∧highSugarProduct(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY086,Food Ministry,prohibition,dyadic,Food Ministry regulation prohibits the recommender from violating this safety rule: High sugar products must not be recommended to users with low sugar requirements.,"∀x.∀y.F(recommend(System,y,x)|requiresLowSugar(x)∧highSugarProduct(y))",True,True,2,none,7,5,3
baseline,MINISTRY087,Food Ministry,obligation,implication,Food Ministry policy requires the recommender to follow this public-interest rule: Low sugar products should be recommended to users with low sugar requirements.,"∀x.∀y.requiresLowSugar(x)∧lowSugarFood(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,MINISTRY087,Food Ministry,obligation,dyadic,Food Ministry policy requires the recommender to follow this public-interest rule: Low sugar products should be recommended to users with low sugar requirements.,"∀x.∀y.O(recommend(System,y,x)|requiresLowSugar(x)∧lowSugarFood(y))",True,True,2,none,7,5,3
