id,stakeholder,nl_norm,implication_formula,dyadic_formula,norm_type
MINISTRY089,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Low salt products should be recommended to users with low salt requirements.,"∀x.∀y.requiresLowSalt(x)∧lowSaltFood(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresLowSalt(x)∧lowSaltFood(y))",obligation
MINISTRY090,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Low fat products may be recommended to users avoiding high fat products.,"∀x.∀y.avoids(x,y)∧lowFatMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|avoids(x,y)∧lowFatMeal(y))",permission
MINISTRY091,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products containing undeclared allergens must be treated as unsafe products.,"∀x.∀y.containsUndeclaredAllergen(y)∧unsafeProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|containsUndeclaredAllergen(y)∧unsafeProduct(y))",prohibition
MINISTRY092,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Unsafe products must not be recommended to any user.,"∀x.∀y.unsafeProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|unsafeProduct(y))",prohibition
MINISTRY093,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Safe products may be recommended when suitable for the user.,"∀x.∀y.safeFor(x,y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|safeFor(x,y))",permission
MINISTRY094,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Products approved by the ministry and safe for the user should be recommended.,"∀x.∀y.approvedByMinistry(y)∧safeFor(x,y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|approvedByMinistry(y)∧safeFor(x,y))",obligation
MINISTRY095,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products restricted by the ministry must not be recommended even if preferred.,"∀x.∀y.restricted(y)∧prefers(x,y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y)∧prefers(x,y))",prohibition
MINISTRY096,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Foods lacking required certification must not be recommended to users requiring certification.,"∀x.∀y.requiresCertifiedProduct(x)∧¬certified(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresCertifiedProduct(x)∧¬certified(y))",prohibition
MINISTRY097,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Certified foods may be recommended to users requiring certified products.,"∀x.∀y.requiresCertifiedProduct(x)∧certified(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresCertifiedProduct(x)∧certified(y))",permission
MINISTRY098,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Products with complete labels should be recommended over products with incomplete labels.,"∀x.∀y.completeLabel(y)∧compliesWithLabeling(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|completeLabel(y)∧compliesWithLabeling(y))",obligation
MINISTRY099,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products with incomplete labels must not be recommended to vulnerable users.,"∀x.∀y.vulnerableUser(x)∧incompleteLabel(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧incompleteLabel(y))",prohibition
MINISTRY100,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products failing nutrition guidelines must not be recommended to vulnerable users.,"∀x.∀y.vulnerableUser(x)∧¬meetsNutritionGuideline(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧¬meetsNutritionGuideline(y))",prohibition
